"GOOD HEALTH MEDICAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        QUAZI BAGH MARKET,NEAR RAM MANDIR GOLA BAZAR SHERGHATI GAYA-824211",,,,,,,,,,,,,,,
STOCK REPORT AS ON DATE 23-07-2026,,,,,,,,,,,,,,,
Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.
,,,,Deal,Free,Deal,Free,,,,,,,,
MANF9,DYDROBOON TAB 1*10,TAB.,7,0,0,5,1,455.87,3191.09,735.27,560.21,0,MANKIND(SPL),,D011
000608,DYDROJOY 1*10TAB,TAB.,3,0,0,9,1,408.09,1224.27,609.37,464.34,0,EMCURE PHARMA NUCRON,,D0009
OL603,DYDROWELL 1*10TAB,TAB.,3,0,0,2,1,278.51,835.53,561.51,427.82,0,MACLEODS,,D011
HIFEN905,DYNADUO 10,TAB.,3,0,0,0,0,56.3267,168.98,74.91,57.07,0,INDCHEMIE HEALTH PRIMUS,,DOO2
ZZZ8334,DYNAGLIPT M TAB 1*10TAB,TABS,3,0,0,0,0,111.293,333.88,149.58,113.97,0,MANKIND,,D013
ZZZ5220,DYNAGLIPT TAB 1*10TAB,TAB,8,0,0,0,0,64.235,513.88,85.42,65.08,0,MANKIND,,D013
TRODYA701,DYNAPAR AQ 75 INJ` 1 ML,Pcs,10,0,0,0,0,30.378,303.78,40.84,31.11,0,TROIKAA,,
TRODYAA01,DYNAPAR AQ INJ 1ML,Pcs,2,0,0,0,0,26.3,52.6,40.83,28.28,0,TROIKAA,,
TRODYG301,DYNAPAR GEL 30GM,PCS,5,0,0,0,0,118.1567,590.78,158.81,121,0,TROIKAA,,
CIPDY1102,DYTOR 100MG TAB 1*10TAB,TABS,3,0,0,0,0,362.23,1086.69,476.63,363.14,0,CIPLA,,D003
CIPDY1101,DYTOR 10MG TAB 1*15TAB,TAB,8,0,0,0,0,78.813,630.5,105.92,80.71,0,CIPLA,,D003(K)AVL
ZZZ3886,DYTOR 20MG TAB 1*15TAB,TAB,3,0,0,0,0,155.6145,466.84,209.14,159.36,0,CIPLA,,D003
CIPDY4101,DYTOR 40MG TAB 1*10 TAB,TAB,6,0,0,0,0,183.497,1100.98,246.61,187.91,0,CIPLA,,D003
CIPDY5101,DYTOR 5MG TAB 1*15TAB,TAB,5,0,0,0,0,60.5235,302.62,81.35,61.98,0,CIPLA,,D003
000465,DYTOR E-10 1*10TAB,TAB.,3,0,0,0,0,236.15,708.45,314.03,239.26,0,UNICHEM,,D003
CIPDYI201,DYTOR INJ 2ML,Pcs,20,0,0,0,0,20.808,416.16,27.37,20.86,0,CIPLA,,
CIPDYP101,DYTOR PLUS 10MG TAB 1*15TAB,TAB,9,0,0,0,0,91.197,820.77,122.56,93.39,0,CIPLA,,D003
ZZZ442,DYTOR PLUS 20MG TAB 1*15TAB,TAB,11,0,0,0,0,108.04,1188.44,145.2,110.64,0,CIPLA,,D003
ZZZ10406,DYTOR PLUS 5MG TAB 1*15,TAB.,8.1,0,0,0,0,74.55,603.86,105.2,80.16,0,PURE AND CURE HEALTHCARE PVT.LTD.,,D003
CIPDYPL01,DYTOR PLUS LS 10 TAB 1*15,TAB,5,0,0,0,0,58.083,290.42,78.05,59.48,0,CIPLA,,D003
MICEB1101,EBAST 10MG TAB 1*10TAB,TAB,3,0,0,0,0,130.78,392.34,175.78,133.93,0,MICRO LAB,,E004
MICEBB101,EBAST 20MG TAB 1*10TAB,TAB,3,0,0,0,0,141.418,424.25,209.06,144.82,0,MICRO LAB,,E004
MICEBB102,EBAST DC TAB 1*10TAB,TAB,5,0,0,0,0,93.764,468.82,124.69,95,0,MICRO LAB,,E004
MICEB1T01,EBAST M TAB 1*10TAB,TAB,3,0,0,0,0,226.647,679.94,304.6,232.1,0,MICRO LAB,,E004
ZZZ000301,ECOJOINT 1*10TAB,TAB.,37,0,0,0,0,9,333,262.67,90,0,ROCHE DIAG.,,
ZZZ11201,ECONORM 250MG CAP 1*6TAB,TAB.,4,0,0,0,0,209.5128,838.05,275.65,210.04,0,CIPLA,,E003
3181,ECONORM-250MG SACHET 1X765MG 1,PCS,6,0,0,0,0,52.9067,317.44,71.11,54.18,0,ERIS LIFE SCIENCES,,E003
USVEC1101,ECOSPRIN 150MG TAB 1*14TAB,TAB,5,0,0,0,0,8.7598,43.8,10.58,8.69,0,USV,,E005
USVEC3101,ECOSPRIN 325MG TAB 1*14TAB,TAB,5,0,0,0,0,8.0696,40.35,9.85,8.09,0,USV,,E002
USVEC7101,ECOSPRIN 75MG TAB 1*14TAB,TAB,16,0,0,0,0,4.3288,69.26,5.29,4.34,0,USV,,E005
USVECA101,ECOSPRIN AV 150/20MG CAP 1*10CAP,CAP,21,0,0,0,0,39.092,820.93,48.98,39.19,0,USV,,E008
USVECA102,ECOSPRIN AV 150MG CAP 1*15CAP,CAP,13,0,0,0,0,49.1955,639.54,61.64,49.32,0,USV,,E-08
USVECA701,ECOSPRIN AV 75/20MG CAP 1*10CAP,CAP,14,0,0,0,0,53.306,746.28,66.8,53.44,0,USV,,E006
ZZZ11406,ECOSPRIN AV 75/40 TAB 1X10 1*10,TAB.,5,0,0,0,0,164.967,824.84,206.72,165.38,0,CIPLA,,E005
USVECA103,ECOSPRIN AV 75 CAP 1*15CAP,CAP,13,0,0,0,0,48.8475,635.02,61.22,48.97,0,USV,,E008
USVEC1102,ECOSPRIN GOLD 10MG CAP 1*15CAP,CAP,11,0,0,0,0,103.092,1134.01,129.19,103.35,0,USV,,E-07
USVEC2101,ECOSPRIN GOLD 20MG CAP 1*15CAP,CAP,3,0,0,0,0,145.5855,436.76,182.44,145.95,0,USV,,E-02
000047,ECOSPRIN GOLD 40 CAP 1*15,TAB.,5,0,0,0,0,206.0467,1030.23,258.19,206.56,0,LA RENON HEALTHCARE,,E-05
ZZZ3844,EKRAN AQUA GEL SPF30 50GM,PCS,2,0,0,0,0,274.38,548.76,364.81,277.99,0,KLM LABORTORIS,,
ZZZ8076,ELATA 5MG CAP 1*10CAP,CAPS,3,0,0,0,0,991.957,2975.87,1333.12,1015.83,0,PHARMANOVA,,E003
0496,ELECTRAL 4.4GM,PCS,123,0,0,0,0,3.58,440.34,4.65,3.58,0,TYNOR,,
000395,ELECTRAL 5 FLAVOURS 4.40G,TAB.,150,0,0,0,0,3.7,555,4.57,3.7,0,UNICHEM,,
ZZZ11327,ELECTRAL ORANGE 21.8,TAB.,7,0,0,0,0,17,119,22.66,17,0,CIPLA,,
000422,ELECTRAL ORANGE 4.4GM,TAB.,40,0,0,0,0,3.7,148,4.65,3.7,0,ARISTO,,
SUNEL1101,ELIWEL 10MG TAB 1*10TAB,TAB,9,0,0,0,0,18.914,170.23,25.42,19.37,0,SUN,,E005
FULELC101,ELOCON CREAM 10GM,Pcs,3,0,0,0,0,225.5967,676.79,300,228.57,0,FULFORD,,
000616,ELOIS HAIR REMOVAL 25G,TAB.,10,0,0,0,0,48,480,60,48,0,OTHER PRODUCTS,,
HIFEN384,ELOIS XL,TAB.,22,0,0,0,0,66,1452,99,66,0,ARISTO OTSIRA GENETICA,,
0000708,ELOIS XL SMALL,TAB.,90,0,0,0,0,21.5,1935,35,21.5,0,MACLEODS PROCARE  AHT,,
00000703,ELOSONE HT CREAM 1*20GRM,PH,4,0,0,0,0,45,180,164,45,0,LEEFORD,,
GLAEL1101,ELTROXIN 100MG TAB 100TAB,PCS,5,0,0,0,0,125.6283,628.14,168.84,128.65,0,GLAXO,,
000754,ELTROXIN 12.5 1*120TAB,TAB.,3,0,0,0,0,141.15,423.45,189.72,144.55,0,CIPLA,,
ZZZ5224,ELTROXIN 125MG TAB 60TAB,PCS,2,0,0,0,0,81.47,162.94,108.32,82.54,0,GLAXO,,
GLAEL2601,ELTROXIN 25MG TAB 60TAB,PCS,1,0,0,0,0,138.8333,138.83,184.6,140.66,0,GLAXO,,
GLAEL1P01,ELTROXIN 50MG TAB 100TAB,PCS,1,0,0,0,0,85.7733,85.77,114.03,86.9,0,GLAXO,,
GLAELL101,ELTROXIN 75MG TAB 60TAB,PCS,3,0,0,0,0,136.39,409.17,183.32,139.67,0,GLAXO,,
ZZZ9711,ELTROXIN 88MG TAB 60TAB,PHYL,3,0,0,0,0,79.05,237.15,105.11,80.09,0,GSK,,
INTEMA501,EMBETA AM 50MG TAB 1*10TAB,TAB,3,0,0,0,0,126.897,380.69,168.75,128.57,0,INTAS,,E001
INTEMT201,EMBETA TM 25MG TAB 1*10TAB,TAB,3,0,0,0,0,0,0,328,0,0,INTAS,,E001
INTEMX101,EMBETA XR 100MG TAB 1*10TAB,TABS,6,0,0,0,0,118.362,710.17,157.4,119.92,0,INTAS,,E001
INTEMX201,EMBETA XR 25MG TAB 1*15TAB,TAB,6,0,0,0,0,101.2515,607.51,136.08,103.69,0,INTAS,,E001
ZZZ7030,EMBETA XR 25MG TAB 1*30TAB,TABS,0.5,0,0,0,0,99.618,49.81,133.88,102.01,0,INTAS,,E001
ZZZ7307,EMBETA XR 50MG TAB 1*30TAB,TAB,2,0,0,0,0,139.218,278.44,187.11,142.57,0,INTAS,,E001
MELEMP101,EMELACTYL PLUS 100+2MG  10'S,Pcs,12,0,0,0,0,104.172,1250.06,140,106.68,0,MEDICO LABS,,
MELEM5105,EMELZINE 5MG  10'S,Pcs,6,0,0,0,0,163.7,982.2,220.31,167.64,0,MEDICO LABS,,
HIFEN739,EMITIN 30 ML DROPS 30ML*150 150*30 ML,PCS,3,0,0,0,0,19.776,59.33,39.06,16.76,0,INDCHEMIE HEALTH PRIMUS,,
ZZZ3714,EMOFORM R PASTE 100GM,PCS,5,0,0,0,0,101.525,507.63,125,103.97,0,JL MORISON,,
EXLEM5501,EMOFORM R PASTE 50GM,Pcs,1,0,0,0,0,60.63,60.63,75,60,0,EXCARE LABRATORIES,,
ZZZ4779,EMOLENE CREAM 100GM,PCS,1,0,0,0,0,293.99,293.99,390.94,297.86,0,MSD,,
000448,EMPAGLYN 25MG 1X10 TAB 1*10,PCS,3,0,0,0,0,119.8517,359.56,159.38,121.43,0,INDCHEMIE HEALTH PRIMUS,,E002
PULS001057,EMPAGREAT TRIO 10/1000 TAB 1X1 1*10,PCS,3,0,0,0,0,115.08,345.24,154.68,117.85,0,PULSE PHARMACEUTICALS P L,,E002
000296,EMPANORM-10MG 1*10TAB,TAB.,11,0,0,0,0,75.932,835.25,102.05,77.76,0,MACLEO,,E005
SUN055,EMPANORM 25 MG TAB,TAB.,6,0,0,0,0,96.9567,581.74,130.3,99.29,0,ALKEM,,E007
HIFEN712,EMPANORM DUO 10MG 1*10TAB,TAB.,12,0,0,0,0,110.891,1330.69,149.05,113.56,0,INDCHEMIE HEALTH PRIMUS,,E002
000449,EMPANORM DUO 25 TAB 1*10,PCS,3,0,0,0,0,129.602,388.81,174.2,132.72,0,INDCHEMIE HEALTH PRIMUS,,E005
SUN054,EMPANORM L 10 MG TAB,TAB.,6,0,0,0,0,106.6333,639.8,143.3,109.2,0,ALKEM,,E002
SUN061,EMPANORM L 25 MG 1*10,TAB.,6,0,0,0,0,121.974,731.84,163.95,124.91,0,ALKEM,,E007
HIFEN842,EMPANORM LM 10/5/1000 TAB 1X10 1*10,PCS,11,0,0,0,0,103.2267,1135.49,138.75,105.71,0,INDCHEMIE HEALTH PRIMUS,,E004
HIFEN847,EMPANORM LM 25/5/1000 1X10 1X1 1*10,PCS,2,0,0,0,0,117.875,235.75,158.44,120.71,0,INDCHEMIE HEALTH PRIMUS,,E008
000518,EMPANORM TRIO 25 1*10,PCS,4,0,0,0,0,131.7983,527.19,177.15,134.97,0,CONCEPT BIOSCIENCES PVT LTD,,E006
1151,EMPAZIO M 12.5/500,TAB.,3,0,0,0,0,67.6317,202.9,90.9,69.26,0,OTHER PRODUCTS,,E006
IFEN427,EMPAZIO SM 10/100/1000 1*10TAB,TAB.,4,0,0,0,0,143.6617,574.65,193.1,147.12,0,ALKEM METABOLICS,,E005
000532,EMPAZIO SM 25/100/1000 1*10TAB,TAB.,13,0,0,0,0,159.696,2076.05,214.65,163.54,0,SUN,,E002
ZZZ6682,EMTY ORAL SOLUTION 200ML,PHYL,4,0,0,0,0,195.3,781.2,262.5,200,0,ALKEM LAB.,,
SUNEN2101,ENCORATE 200MG TAB 1*10TAB,TAB,6,0,0,0,0,28.445,170.67,38.23,29.13,0,SUN,,E005
SUNENC201,ENCORATE CHRONO 200MG TAB 1*10TAB,TAB,8,0,0,0,0,28.445,227.56,38.23,29.13,0,SUN,,E005
SUNENC301,ENCORATE CHRONO 300MG TAB 1*10TAB,TAB,2,0,0,0,0,48.907,97.81,65.04,49.55,0,SUN,,E005
SUNENC401,ENCORATE CHRONO 400MG TAB 1*10TAB,TAB,5,0,0,0,0,91.652,458.26,121.88,92.86,0,SUN,,E003
SUNENC501,ENCORATE CHRONO 500MG TAB 1*10TAB,TAB,2,0,0,0,0,75.012,150.02,99.75,76,0,SUN,,E004
00000177,ENDOGEST 200 SR 1*10 TAB,TAB,1,0,0,0,0,382.38,382.38,503.14,383.35,0,CIPLA,,E003
ZZZ3512,ENDURA MASS CHOCLATE 500GM,PCS,2,0,0,0,0,526.61,1053.22,666.46,539.28,0,MEDINN BELLE HERBAL CARE PVT LTD.,,
ZZZ6438,ENERZAL LIQUID 200ML,PHYL,67,0,0,0,0,25,1675,40,25,0,FDC,,
000351,ENERZAL LIQUID 500ML,TAB.,18,0,0,0,0,41.8,752.4,60,41.8,0,DR.REDDY S LABORATORIES,,
SURENL101,ENERZAL POWDER 100GM,PCS,5,0,0,0,0,36.25,181.25,53,36.25,0,FDC,,
1067,ENERZAL ZERO 400ML,TAB.,20,0,0,0,0,58.52,1170.4,77,58.52,0,JOHNSON,,
HIFEN797,ENERZAL ZERO ORANGE LIQUID 1*400 ML,PCS,2,0,0,0,0,62.5,125,81,62.5,0,INDCHEMIE HEALTH PRIMUS,,
GLAENL101,ENO LAMON SACHET 5GM,PCS,18,0,0,0,0,7.6,136.8,10,7.6,0,GLAXO,,
MACENP201,ENSULES PLUS 200MG 10 TAB,Pcs,2,0,0,0,0,204.577,409.15,269.16,205.09,0,MACLEODS,,E001
ABBENGC01,ENSURE  CHOCHOLATE 400GM,PCS,1,0,0,0,0,556.25,556.25,625,556.25,0,ABBOTT,,
ZZZ8812,ENSURE DIABETES CARE CHOCOLATE 200GM,PHYL,1,0,0,0,0,680.19,680.19,747.46,647.8,0,ABBOTT,,
ZZZ8529,ENSURE DIABETES CARE VANILLA 400GM,PHYL,1,0,0,0,0,872,872,980,872,0,ABBOTT,,
ZZZ6177,ENSURE PLUS VANILLA POWDER 400GM,PHYL,1,0,0,0,0,639,639,710,639,0,ABBOTT,,
AVEENV101,ENTEROGERMINA SUSPENSION 5ML,PCS,1,0,0,0,0,50.4755,50.48,67.85,51.69,0,AVENTIS,,FREEZEE
MSN014,ENTROGERMINA LIQ 1*5ML,PCS,4,0,0,0,0,59.225,236.9,79.6,60.65,0,SANOFI,,
CADEN1T01,ENVAS-10MG TAB 1*15TAB,TAB,8,0,0,0,0,70.545,564.36,92.81,70.72,0,CADILA,,E006
CADEN2101,ENVAS 2.5MG TAB 1*15TAB,TAB,2,0,0,0,0,25.9845,51.97,34.93,26.61,0,CADILA,,E006
CADEN5101,ENVAS 5MG TAB 1*15TAB,TAB,4,0,0,0,0,43.14,172.56,59.22,45.41,0,CADILA,,E006
ELPENF101,ENZAR FORTE TAB 1*15TAB,TAB,4,0,0,0,0,153.264,613.06,203.8,155.28,0,ELDER PHARMA,,E002
MACENN101,ENZOHEAL OINT 5GM,PCS,6,0,0,0,0,76.9143,461.49,108.35,76,0,MACLEODS,,
GALENS201,ENZ SYRUP 200ML,PCS,3,0,0,0,0,115.48,346.44,153.56,117,0,GALPHA,,
000594,EPIFAST-500 1*10TAB,TAB.,3,0,0,0,0,83.0333,249.1,110.42,84.13,0,ARISTO PHARMACEUTICALS MF-3,,E006
ZZZ10538,EPILEX CHRONO 300 1*15,TAB.,3,0,0,0,0,71.4705,214.41,96.06,73.19,0,ABBOTT,,EOO2
ZZZ10539,EPILEX CHRONO 500 1*15,TAB.,3,0,0,0,0,109.914,329.74,146.16,111.36,0,ABBOTT,,E002
ZZZ10540,EPILEX ORAL SOLUTION 200ML,TAB.,5,0,0,0,0,103.12,515.6,138.6,105.6,0,ABBOTT,,
GLEEPL101,EPISOFT CLEANSING LOTION 125ML,Pcs,3,0,0,0,0,301.1233,903.37,400.41,305.09,0,GLENMARK,,
000005570,EPLEBLESS-25TAB 1*10,PCS,6,0,0,0,0,188.61,1131.66,253.51,193.15,0,MANKIND,,E001
001740,EPLEBLESS T 20 KIT 1X20,PCS,8,0,0,0,0,232.645,1861.16,309.37,235.71,0,ABBOTT INDIA LIMITED,,F002 MAIN H
CADEP1102,EPSOLIN 100MG TAB 100TAB,Pcs,2,0,0,0,0,139.845,279.69,187.95,143.21,0,CADILA,,
ZZZ8704,EPTOIN 100MG TAB 120TAB,TABS,1,0,0,0,0,167.78,167.78,225.52,171.82,0,ABBOTT,,
BOOEPE301,EPTOIN 300 ER TAB 30TAB,PCS,2,0,0,0,0,158.25,316.5,210.41,160.33,0,ABBOTT,,
ZZZ4991,EPTOIN 50MG TAB 150TAB,TABS,2,0,0,0,0,100.67,201.34,133.88,102,0,ABBOTT,,
KNOEPS101,EPTOIN SYRUP. 200ML,Pcs,1,0,0,0,0,56.2183,56.22,74.77,56.96,0,KNOLL,,
ZZZ1870,EPTUS 25MG TAB 1*10TAB,TAB,4,0,0,0,0,483.663,1934.65,650,495.3,0,GLENMARK,,E006
ZZZ4972,EPTUS T 10 KIT 1*10KIT,TAB,3,0,0,0,0,246.753,740.26,328.13,250,0,GLENMARK,,E002
HIFEN992,ERDOSTYNE-300MG 1*15TAB,TAB.,1,0,0,0,0,255.91,255.91,340.31,259.28,0,SUN,,E003
SABEST101,ESGIPYRIN TAB 1*10TAB,TAB,3,0,0,0,0,111.06,333.18,146.14,111.34,0,SARA BIOTECH,,E004
LUPES1T01,ESIFLO 100MG ROTACAP 30CAP,PCS,4,0,0,0,0,221.715,886.86,314.9,239.95,0,LUPIN,,
LUPESS101,ESIFLO 125 TRANSHALER 1PCS,Pcs,2,0,0,0,0,498.8,997.6,663.3,505.37,0,LUPIN,,
LUPEST301,ESIFLO 250 TRANSCAP 30CAP,Pcs,2,0,0,0,0,443.77,887.54,596.4,454.45,0,LUPIN,,
LUPESI101,ESIFLO 250 TRANSHALER 1PCS,Pcs,2,0,0,0,0,733.93,1467.86,986.35,751.59,0,LUPIN,,
ZZZ2274,ESLO 2.5MG TAB 1*10TAB,TAB,18,0,0,0,0,76.888,1383.98,103.35,78.74,0,ZUVENTUS HEALTHCARE,,E005
ZZZ6424,ESLO 2.5MG TAB 1*15TAB,TABS,3,0,0,0,0,78.543,235.63,103.35,78.74,0,ZUVENTUS HEALTHCARE,,E005
ZZZ2267,ESLO 5 AT TAB 1*10TAB,TAB,6,0,0,0,0,238.692,1432.15,314.06,239.29,0,ZUVENTUS HEALTHCARE,,E005
ZZZ6012,ESLO AT TAB 1*15TAB,TAB,3,0,0,0,0,176.922,530.77,237.8,181.18,0,ZUVENTUS HEALTHCARE,,E005
ZZZ5509,ESOGRESS 40MG TAB 1*10TAB,TAB,2,0,0,0,0,124.788,249.58,165.94,126.43,0,LA RENON HEALTHCARE,,E008
ZZZ8484,ESOKEM D CAP 1*10CAP,CAPS,2,0,0,0,0,149.102,298.2,200.39,152.69,0,ALKEM (BERGEN),,E002
001972,ESOLEMBIC-D 1*15CAP,TAB.,9,0,0,0,0,89.055,801.5,119.7,91.2,0,INTAS,,E002
ZZZ585,ESOMAC L 40MG CAP 1*10CAP,CAP,12,0,0,0,0,170.602,2047.22,226.87,172.85,0,CIPLA,,E002
0000705,ESPRA DSR 1*10 CAP,TAB.,2,0,0,0,0,112.248,224.5,150.87,114.95,0,MACLEODS PROCARE  AHT,,E002
SOLES1T01,ESSITA 10MG TAB 1*10TAB,TAB,10,0,0,0,0,67.73,677.3,96.18,73.3,0,SOLVATE,,E002
SOLES5101,ESSITA 5MG TAB 1*10TAB,TAB,10,0,0,0,0,40.853,408.53,53.66,41.39,0,SOLVATE,,E002
SOLESP101,ESSITA PLUS TAB 1*10TAB,TAB,3,0,0,0,0,106.349,319.05,139.68,107.75,0,SOLVATE,,E005
OL602,ESTROEASE 1*10TAB,TAB.,1,0,0,0,0,435.03,435.03,578.5,440.76,0,LUPIN,,F005
0998,ETILAAM-PRO 20MG TAB 1X15 1*15,PCS,4,0,0,0,0,104.62,418.48,140.63,107.14,0,ALKEM,,E005
INTET1T02,ETILAAM S 10MG TAB 1*10TAB,TABS,4,0,0,0,0,127.996,511.98,170.19,129.68,0,INTAS,,E001
MACET0101,ETIZOLA 0.25MG TAB 1*10TAB,TAB,9.1,0,0,0,0,56.841,517.25,76.4,58.21,0,MACLEODS,,E003
MACET0102,ETIZOLA 0.5MG TAB 1*15,TAB,6,0,0,0,0,91.9095,551.46,120.94,92.14,0,MACLEODS,,E003
MACETB002,ETIZOLA BETA 0.25MG TAB 1*10TAB,TAB,6,0,0,0,0,47.95,287.7,63.09,48.07,0,MACLEODS,,E006
MACET0103,ETIZOLA BETA 0.5MG TAB 1*10TAB,TAB,1,0,0,0,0,66.99,66.99,85.31,66.99,0,MACLEODS,,E006
000345,ETIZOLA LITE 5 TAB 1*10TAB,TABS,5,0,0,0,0,86.212,431.06,112.26,85.53,0,MACLEODS,,E002
ZZZ6895,ETIZOLA LITE 5 TAB 31*10TAB,TABS,3,0,0,0,0,78.403,235.21,102.09,77.78,0,MACLEODS,,E0002
ARIET9101,ETOCOX 90MG TAB 1*10TAB,TAB,5,0,0,0,0,99.036,495.18,133.12,101.42,0,ARISTO,,E002
CADETM101,ETOGESIC ER TAB 1*10TAB,TAB,16,0,0,0,0,182.61,2921.76,245.44,187,0,CADILA,,E008
000514,ETOLYTE-MR 1*10TAB,TAB.,2.6,0,0,0,0,80,208,180,80,0,CONCEPT BIOSCIENCES PVT LTD,,
ZZZ4424,ETONOW 90MG TAB 1*10TAB,TAB,3,0,0,0,0,90.42,271.26,120.24,91.61,0,GRANDCURE HEALTHCARE,,E001
00001231,ETOS-90MGTAB 1X10,MPC,6,0,0,0,0,54.286,325.72,72.18,55,0,SYSTOPIC,,E002
SUNET6101,ETOSHINE 60MG TAB 1*10TAB,TAB,4,0,0,0,0,114.217,456.87,151.88,115.72,0,SUN,,E001
ZZZ11230,ETOSHINE 90 TAB 1X15,TAB.,2,0,0,0,0,198.76,397.52,277.5,211.43,0,CIPLA,,E002
IPCET1T03,ETOVA-400MG TAB 1*10TAB,TAB,4,0,0,0,0,99.428,397.71,132.23,100.74,0,IPCA,,E003
IPCETE401,ETOVA ER 400MG TAB 1*10TAB,TAB,4,0,0,0,0,147.637,590.55,198.45,151.19,0,IPCA,,E001
IPCETE601,ETOVA ER 600MG TAB 1*10TAB,TAB,1,0,0,0,0,205.58,205.58,273.38,208.29,0,IPCA,,E003
IPCETM401,ETOVA MR 400/4MG TAB 1*10TAB,TAB,1.5,0,0,0,0,256.72,385.08,341.39,260.1,0,IPCA,,E003
CIPETT103,ETOZOX-90 1*10,Pcs,0.1,0,0,0,0,55,5.5,177.02,55,0,CIPLA,,E006
ZZZ2189,EUCALMIN CAP 1*10CAP,CAP,2,0,0,0,0,203.53,407.06,267.8,204.04,0,ZUVENTUS HEALTHCARE,,E006
ZZZ9646,EUCLIDE M 30 OD TAB 1*10TAB,TABS,3,0,0,0,0,81.948,245.84,110.15,83.92,0,ALKEM LAB.,,E002
GLAEUC102,EUMOSONE M CREAM 15GM,Pcs,1,0,0,0,0,104.32,104.32,138.7,105.69,0,GLAXO,,
TOREU1101,EUREPA 1MG TAB 1*10TAB,TAB,3,0,0,0,0,236.597,709.79,318,242.29,0,TORRENT,,E005
3580,EUTHYROX 25MG 100,PCS,3,0,0,0,0,122.69,368.07,153.75,123,0,MASAYA,,
HIAMOC308,EUTHYROX 50MCG TAB 100TAB,TABS,2,0,0,0,0,87.75,175.5,109.97,87.97,0,MERCK,,
00001221,EVECARE FORTE TAB 1*10TAB,MPC,9,0,0,0,0,67.6933,609.24,89.06,67.86,0,HIMALAYA,,E001
HIMEVS201,EVECARE SYRUP. 200ML,PCS,2,0,0,0,0,160.44,320.88,215.62,164.3,0,HIMALAYA,,
ZZZ2256,EVION 200MG CAP 1*10CAP,CAP,8,0,0,0,0,19.698,157.58,26.2,19.96,0,MERCK,,E002
ZZZ2257,EVION 400MG CAP 1*20CAP,CAP,6.1,0,0,0,0,66.646,406.54,89.57,68.25,0,MERCK,,E002
ZZZ2258,EVION LC CAP 1*10CAP,CAP,5,0,0,0,0,52.829,264.15,70.98,54.1,0,MERCK,,E002
OMNEX3301,EXDERM CREAM 30 GM,Pcs,2,0,0,0,0,110.2067,220.41,148.12,112.86,0,OMNI,,
OMNEXO201,EXDERM-S OINT 20GM,Pcs,3,0,0,0,0,105.0433,315.13,139.69,106.43,0,OMNI,,
000443,EXYGRA SPRAY 20G,TAB.,3,0,0,0,0,100,300,209,100,0,AAREEN PHARMA,,
003015,EZHH CREAM 30GM 1 X30GM,PCS,2,0,0,0,0,245.82,491.64,323.44,246.43,0,DR.REDDY,,
USV107,EZORB JOINTS 1*10TAB,TAB.,3,0,0,0,0,320.715,962.15,422,321.52,0,USV PRIVATE LTD.,,E006
LUPFA1T01,FAA 20MG TAB 1*15TAB,TAB,5,0,0,0,0,233.457,1167.29,313.75,239.07,0,LUPIN,,F002
SURFAM101,FACE MASK 1*1PCS,Pcs,90,0,0,0,0,1.8,162,10,1.8,0,SURGICAL,,
ZZZ10543,FAMTAC 40 1*14,TAB.,4,0,0,0,0,29.7346,118.94,39.96,30.45,0,ABBOTT,,F004
JOPFAO101,FAT GO OIL 110ML,PCS,26,0,0,0,0,130.421,3390.95,175.3,133.56,0,JOLLY PHARMA,,
ALBFB1T01,FBX 40MG TAB 1*10TAB,TAB,3,0,0,0,0,93.28,279.84,124.04,94.51,0,ALBERT DAVID,,F002
USV97,FCN-150 TAB,TAB.,1,0,0,0,0,11.55,11.55,27.01,11,0,USV PRIVATE LTD.,,
SUNFE1T01,FEBUGET 40MG TAB 1*15TAB,TAB,4,0,0,0,0,173.436,693.74,230.63,175.72,0,SUN,,F002
AJAFEEM01,FEBURIC 20MG TAB 1*10TAB,TAB,2,0,0,0,0,122.903,245.81,161.72,123.21,0,AJANTA,,F003
AJAFE4101,FEBURIC 40MG TAB 1*10TAB,TAB,3,0,0,0,0,177.19,531.57,254,181.45,0,AJANTA,,F002
AJAFE1T01,FEBURIC 80MG TAB 1*10TAB,TAB,3,0,0,0,0,303.857,911.57,404.06,307.86,0,AJANTA,,F002
ZZZ10544,FEBUSTAT 40 1*15,TAB.,2.1,0,0,0,0,251.184,527.49,337.58,257.23,0,ABBOTT,,F002
SUNFE1T03,FEBUTAZ 40MG TAB 1*15TAB,TAB,6,0,0,0,0,190.254,1141.52,253,192.76,0,SUN,,F002
MICRO707,FEBUTEC 40MG 1*10,TAB.,4,0,0,0,0,20.412,81.65,156.91,19.44,0,CIPLA,,F001
INTFEO101,FELICITA OD CAP 1*10CAP,CAPS,3,0,0,0,0,201.9,605.7,271.35,206.76,0,INTAS,,F003
ORGFE1101,FEMILON TAB 1*21TAB,TAB,4,0,0,0,0,295.368,1181.47,397,317.6,0,ORGANON,,F003
ALKFEPS01,FENCETA PLUS SYP 60ML,PHYL,6,0,0,14,1,30.898,185.39,44.5,33.9,0,ALKEM LAB.,,
