"GOOD HEALTH MEDICAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        QUAZI BAGH MARKET,NEAR RAM MANDIR GOLA BAZAR SHERGHATI GAYA-824211",,,,,,,,,,,,,,,
STOCK REPORT AS ON DATE 23-07-2026,,,,,,,,,,,,,,,
Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.
,,,,Deal,Free,Deal,Free,,,,,,,,
AVELAS101,LANTUS SOLOSTAR 100IU 3 ML,INJ,1,0,0,0,0,630.92,630.92,782.39,625.91,0,AVENTIS,,
LRHLAT101,LANUM TAB 1*10TAB,TAB,2,0,0,0,0,57.355,114.71,75.47,57.5,0,LA RENON HEALTHECARE,,L-001
ZZZ9686,LAREGAB 100MG CAP 1*10CAP,CAPS,3,0,0,0,0,62.703,188.11,82.5,62.86,0,LA RENON HEALTHCARE,,L004
AVELA5101,LASILACTONE 50MG TAB 1*10TAB,TAB,2,0,0,0,0,50.268,100.54,66.84,50.93,0,AVENTIS,,L002
AVELA4101,LASIX 40MG TAB 1*15TAB,TAB,4,0,0,0,0,11.5305,46.12,14.42,11.56,0,AVENTIS,,L006
AVELAA201,LASIX INJ 2ML,Pcs,9,0,0,0,0,13,117,13.61,13,0,AVENTIS,,
ZZZ7143,LASIX INJ 4ML,PHYL,1,0,0,0,0,101.83,101.83,127.6,102.1,0,SANOFI AVENTIS.,,
APELA1T04,LASMA LC TAB 1*10TAB,TAB,3,0,0,0,0,87.277,261.83,116.06,88.43,0,APEX,,L004
ALELA1T01,LAVETA-A CAP 1*10CAP,CAPS,3,0,0,0,0,109.18,327.54,146.75,111.81,0,ALEMBIC,,L004
MAPLAS101,LAXIL SOLU. 100ML,PCS,3,0,0,0,0,98.7,296.1,131.25,100,0,MAPRA,,
000408,L-CETRIVER 10MG,TAB.,209,0,0,0,0,1.5,313.5,41,15,0,LUPIN,,
LUPLC2101,L-CIN 250MG TAB 1*5TAB,TAB,21,0,0,19,1,17.3865,365.12,51.42,39.17,0,LUPIN,,L002
LUPLC5101,L-CIN 500MG TAB 1*10TAB,TAB,9.7,0,0,9,1,54.757,531.14,96,65.84,0,LUPIN,,L002
LUPLC7101,L-CIN 750MG TAB 1*10TAB,TAB,10,0,0,0,0,82.337,823.37,132.9,89.11,0,LUPIN,,L002
LUPLCO101,L-CIN OZ TAB 1*10TAB,TAB,10,0,0,9,1,103.387,1033.87,163.15,124.32,0,LUPIN,,L002
MANLEM101,LECOPE M TAB 1*10TAB,TAB,6.1,0,0,5,1,111.6,680.76,186.97,142.45,0,MANKIND,,L004
IPCLE1T01,LEFNO 10MG TAB 1*10TAB,TAB,7,0,0,0,0,115.334,807.34,155.02,118.11,0,IPCA,,L004
ZZZ1358,LEFNO 20MG TAB 1*10TAB,TAB,2,0,0,0,0,227.684,455.37,302.77,230.68,0,IPCA,,L004
TORLEE101,LEFRA 10MG TAB 1*10TAB,TAB,3,0,0,0,0,114.943,344.83,154.5,117.71,0,TORRENT,,L005
TORLE2101, LEFRA 20MG TAB 1*10TAB,TAB,3,0,0,0,0,229.427,688.28,301.88,230,0,TORRENT,,L005
SUNLE1T03,LESURIDE TAB 1*10TAB,TAB,26,0,0,0,0,89.775,2334.15,124.69,95,0,SUN,,L001
ZZZ1379,LEVEPSY 1000MG TAB 1*10TAB,TAB,3,0,0,0,0,254.813,764.44,338.85,258.17,0,CIPLA,,L004
ZZZ5277,LEVEPSY 500MG TAB 1*15TAB,TABS,3,0,0,0,0,134.13,402.39,180.27,137.36,0,CIPLA,,L004
3084,LEVERA 200ML SOLUTION 1 X200ML,Pcs,6,0,0,0,0,595.25,3571.5,845.52,644.21,0,INTAS PHARMA ALTIMA,,LEV3
INTLE2102,LEVERA 250MG TAB 1*10TAB,TAB,5,0,0,0,0,71.082,355.41,100.96,76.93,0,INTAS,,L005
INTLE5101,LEVERA 500MG TAB 1*10TAB,TAB,15,0,0,0,0,97.648,1464.72,208.06,158.52,0,INTAS,,L005
INTLE7101,LEVERA 750MG TAB 1*10TAB,TAB,5,0,0,0,0,146.444,732.22,208.01,158.49,0,INTAS,,L005
INTLEI101,LEVERA INJ 5ML,Pcs,2,0,0,0,0,89.925,179.85,120.86,92.09,0,INTAS,,
SUNLE2101,LEVIPIL 250MG TAB 1*10TAB,TAB,12,0,0,0,0,50.93,611.16,67.72,51.6,0,SUN,,L004
SUNLE5101,LEVIPIL 500MG TAB 1*15TAB,TAB,2,0,0,0,0,156.283,312.57,207.82,158.34,0,SUN,,L004
SUNLE7102,LEVIPIL 750MG TAB 1*10TAB,TAB,3,0,0,0,0,155.357,466.07,206.59,157.4,0,SUN,,L004
SUNLES101,LEVIPIL SUSP 100ML,PCS,5,0,0,0,0,320.912,1604.56,426.75,325.14,0,SUN,,
LYHLE1T02,LEVOCET M TAB 1*10TAB,TAB,11,0,0,0,0,83.334,916.67,112,85.34,0,LYKA HETERO,,L005
CIPLER101,LEVOLIN 0.31 RESPULES 2.5ML,Pcs,33,0,0,0,0,5.0635,167.1,6.73,5.13,0,CIPLA,,
CIPLE1R01,LEVOLIN 1.25MG RESPULES 2.5 ML,Pcs,35,0,0,0,0,7.077,247.7,9.41,7.17,0,CIPLA,,
CIPLE2103,LEVOLIN 2MG TAB 1*10TAB,TAB,2,0,0,0,0,10.772,21.54,14.17,10.8,0,CIPLA,,L004
CIPLEI101,LEVOLIN INHALER 1PCS,Pcs,1,0,0,0,0,219.0933,219.09,291.35,221.98,0,CIPLA,,
MACLE2501,LEVOMAC 250MG TAB 1*10TAB,TAB,2,0,0,0,0,39.1,78.2,51.45,39.2,0,MACLEODS,,L-01
ALKLHT101,L HIST TAB 1*15T,TAB,1,0,0,0,0,17.67,17.67,88,11.78,0,ALKEM LAB.,,
ZZZ11239,L-HIST TAB 20*15,TAB.,4.11,0,0,0,0,19.9995,82.2,95,20,0,CIPLA,,
ZZZ410,LIBOTRYP 12.5/5MG TAB 1*15TAB,TAB,8,0,0,0,0,123.6105,988.88,162.65,123.92,0,MERIND 6,,L003
ME6LI1T01,LIBOTRYP DS 10/25MG TAB 1*15TAB,TAB,2,0,0,0,0,178.485,356.97,234.84,178.93,0,WOCKHARDT LTD,,L003
ZZZ9408,LIBRAX  TAB 1*20TAB,TABS,2,0,0,0,0,157.056,314.11,208.85,159.12,0,ABBOTT,,L003
NICLI1101,LIBRIUM 10MG TAB 1*10TAB,TAB,3,0,0,0,0,122.384,367.15,161.03,122.69,0,ABBOTT,,L002
NICLI2101,LIBRIUM 25MG TAB 1*10TAB,TAB,4,0,0,0,0,186.353,745.41,245.19,186.82,0,ABBOTT,,L002
000347,LIFANTA EYE DROP EYE DROP,TAB.,2,0,0,0,0,544.13,1088.26,780,557.21,0,DR.REDDY S LABORATORIES,,
ZZZ11480,LIFTOPRAM 10 1*10,TAB.,4,0,0,0,0,69.12,276.48,94.5,72,0,CAREWIN PHARMACETICULS,,L002
NICLI5101,LIMCEE 500MG TAB 1*15TAB,TAB,18.5,0,0,0,0,18.3585,339.63,24.68,18.8,0,ABBOTT,,L006
USV166,LINABITE-D 1*10TAB,TAB.,6,0,0,0,0,76.77,460.62,102.09,77.78,0,USV PRIVATE LTD.,,L001
000000281,LINAMAC 1*10TAB,TAB.,7,0,0,0,0,48.826,341.78,65.62,50,0,PFIZER,,L003
HIFEN877,LINAMAC D TAB 1*10,TAB.,9,0,0,0,0,135.0217,1215.2,181.48,138.27,0,INDCHEMIE HEALTH PRIMUS,,L0003
000001080,LINAPIL TAB 1*10,PCS,14,0,0,0,0,73.3267,1026.57,97.5,74.29,0,ALKEM,,L003
3218,LINAPRIDE DM 500,TAB.,2,0,0,0,0,119.7,239.4,157.5,120,0,BIOLOG,,L003
1919,LINAPRIDE D TAB 1*10,TAB.,6,0,0,0,0,76.77,460.62,102.09,77.78,0,HIMALAYA,,L003
MANF40,LINAPRIDE M 500 XR TAB 1*10,TAB.,4,0,0,0,0,100.0917,400.37,133.1,101.41,0,MANKIND(SPL),,L003
UNILI4T01,LINOX-600MG TAB 1*10TAB,TAB,3,0,0,0,0,286.52,859.56,381,290.29,0,UNICHEM,,L001
HIFEN969,LINSET-M,TAB.,2,0,0,0,0,50,100,135,50,0,SUN,,L002
000500,LINSET-M 60ML,TAB.,1,0,0,0,0,30,30,85.31,30,0,CONCEPT BIOSCIENCES PVT LTD,,
CADLI1101,LINVAS 10MG  10'S,Pcs,3,0,0,0,0,376.83,1130.49,501.1,381.79,0,CADILA,,
3186,LINVAS 4MG 1*10,TAB.,2,0,0,0,0,376.84,753.68,501.1,381.8,0,BIOLOG,,L002
USV104,LINZALIFE600,TAB.,4,0,0,0,0,160,640,381,160,0,USV PRIVATE LTD.,,
SUNLI1101,LIOFEN 10MG TAB 1*10TAB,TAB,4,0,0,0,0,96.528,386.11,124.84,96.77,0,SUN,,L005
SUNLI2101,LIOFEN 25MG TAB 1*10TAB,TAB,3,0,0,0,0,307.798,923.39,385.68,308.57,0,SUN,,L0005
CADLI1T01,LIPAGLYN TAB 1*10TAB,TAB,3,0,0,0,0,372.883,1118.65,501.13,381.86,0,CADILA,,L003
USVLI1T01,LIPICARD 160MG TAB 1*10TAB,TAB,7,0,0,0,0,144.32,1010.24,203.67,155.18,0,USV,,L002
A00445,LIPICARD 200MG CAP 1X10,PCS,3,0,0,0,0,194.55,583.65,258.7,197.11,0,USV PRIVATE LTD.,,L002
USVLI1T02,LIPICARD 200MG TAB 1*10TAB,TAB,6,0,0,0,0,194.547,1167.28,275,197.11,0,USV,,L002
USVLII101,LIPICARD AV TAB 1*10TAB,TAB,8,0,0,0,0,182.833,1462.66,240.56,183.29,0,USV,,L002
INTLI4101,LIPICURE 40MG TAB 1*15TAB,TAB,3,0,0,0,0,232.536,697.61,309.23,235.6,0,INTAS,,L003
MANLII101,LIPIKIND 10MG TAB 1*10TAB,TAB,10.8,0,0,0,0,32.675,352.89,43.92,33.46,0,MANKIND,,L001
1186,LIPIKIND 40MG TAB,TAB.,8,0,0,0,0,92.67,741.36,124.55,94.9,0,CIPLA,,L001
HIFEN383,LIPIKIND-CV 10MG 1*15TAB,TAB.,6,0,0,0,0,81.4383,488.63,109.46,83.4,0,ARISTO OTSIRA GENETICA,,L001
MANLI1T03,LIPIKIND F TAB 1*10TAB,TAB,7,0,0,0,0,84.337,590.36,112.15,85.45,0,MANKIND,,L001
OL612,LIPZYME 100ML,TAB.,5,0,0,0,0,30,150,60,30,0,MACLEODS,,
SUNLI4101,LITHOSUN SR 400 1*10TAB,TAB,7,0,0,0,0,63.169,442.18,84,64,0,SUN,,L002
1251,LITTELS L 12 DIPPER,TAB.,5,0,0,0,0,99.5,497.5,199,99.5,0,CIPLA,,
1250,LITTELS S 16 DIPPER,TAB.,1,0,0,0,0,99.5,99.5,199,99.5,0,CIPLA,,
A000720,LITTLE ANGLE L 62 62,PCS,1,0,0,0,0,521.28,521.28,936.56,496.46,0,MEDLEY PHARMACEUTICALS LTD.(VAZOKARE),,
A00461,LITTLE ANGLE NB 36 PANTS 36,TAB.,3,0,0,0,0,200,600,399,200,0,USV PRIVATE LTD.,,
A000718,LITTLE ANGLE S 78 78,PCS,1,0,0,0,0,521.28,521.28,936.56,496.46,0,MEDLEY PHARMACEUTICALS LTD.(VAZOKARE),,
001982,LITTLE ANGLE WIPE 72PC,TAB.,7,0,0,0,0,60,420,99,60,0,INTAS,,
0000709,LITTLE NB 18,TAB.,10,0,0,0,0,99.5,995,199,99.5,0,MACLEODS PROCARE  AHT,,
1247,LITTLE S 32 DIPPER,TAB.,1,0,0,0,0,200,200,399,200,0,CIPLA,,
ZZZ10875,LITTLES BABY WIPES 1*72,TAB.,14,0,0,0,0,57.5,805,115,57.5,0,NESTLE,,
LIN201,LITTLES BIGHUG NIPPL 1*12,PIC,12,0,0,0,0,21,252,30,21,0,ZZZZZZ 135,,
1249,LITTLES L 24 DIPPER,TAB.,5,0,0,0,0,200,1000,399,200,0,CIPLA,,
HIFEN935,LITTLES NB 10PAINTS,TAB.,4,0,0,0,0,65,260,99,65,0,SUN,,
000379,LITTLES POLY MAXI BOTTEL,TAB.,4,0,0,0,0,71,284,105,71,0,CIPLA,,
HIMLI5D01,LIV 52 DROPS 100ML,Pcs,2,0,0,0,0,98.7,197.4,131.25,100,0,HIMALAYA,,
ZZZ5070,LIV 52 DS SYRUP 200ML,PCS,7,0,0,0,0,261.1333,1827.93,351,267.42,0,HIMALAYA,,
HIMLI5D03,LIV 52 DS TAB 60TAB,PCS,5,0,0,0,0,209.0667,1045.33,281,214.1,0,HIMALAYA,,
HIMLI5S01,LIV 52 SYRUP. 100ML,PCS,3,0,0,0,0,104.1533,312.46,140,106.66,0,HIMALAYA,,
HIMLI5S02,LIV 52 SYRUP 200ML,PCS,1,0,0,0,0,174.09,174.09,234,178.28,0,HIMALAYA,,
HIMLI5T01,LIV 52 TAB 100TAB,PCS,6,0,0,0,0,149.978,899.87,201.56,153.59,0,HIMALAYA,,
ZZZ1362,LIVOGEN TAB 1*15TAB,TAB,7,0,0,0,0,77.7105,543.97,104.43,79.58,0,MERCK,,L004
SHRLIS101,LIVOGREEN SYRUP 100ML,Pcs,3,0,0,5,1,83.12,249.36,134.06,102.14,0,SHRINIVAS(GUJARAT)LAB,,
A00660,LIVOLUP-300 1*15TAB,1STR,113,0,0,0,0,16,1808,690.85,240,0,USV LIMITED.,,
000464,LIVON 20ML,TAB.,1,0,0,0,0,60,60,70,60,0,UNICHEM,,
NICLOGO01,LOBATE GM NEO CREAM 15GM,Pcs,4,0,0,0,0,129.63,518.52,174.23,132.75,0,ABBOTT,,
ZZZ10844,LONAZEP 0.25 1*15,TAB.,8,0,0,0,0,24.21,193.68,32.19,24.53,0,NESTLE,,L003
SUNLOM001,LONAZEP MD 0.25MG TAB 1*10TAB,TAB,4,0,0,0,0,15.871,63.48,21.1,16.08,0,SUN,,L003
SUNLOM002,LONAZEP MD 0.5MG TAB 1*10TAB,TAB,13,0,0,0,0,26.4,343.2,36.85,28.08,0,SUN,,L003
UNILOS201,LONGIFENE  SYRUP 200ML,Pcs,6,0,0,0,0,106.634,639.8,141.8,108.04,0,UNI-UCB,,
USV113,LONOPIN INJECTION,TAB.,10,0,0,0,0,150,1500,470,150,0,USV PRIVATE LTD.,,
ZZZ4664,LOOZ SYP 210ML,PHYL,6,0,0,0,0,224.28,1345.68,315,240,0,INTAS,,
SMUTH3,LOPA-F 50ML,TAB.,4,0,0,0,0,13,52,39.9,13,0,ARISTO PHARMACEUTICALS MF-5,,
INTLO1101,LOPEZ 1MG TAB 1*10TAB,TAB,7,0,0,0,0,27.538,192.77,37.01,28.2,0,INTAS,,L002
ZZZ6450,LOPEZ MD 2MG TAB 1*10TAB,TAB,4,0,0,0,0,33.875,135.5,45.05,34.32,0,INTAS,,L002
IPCLO2101,LOSANORM 25  MG TAB 1*10TAB,TAB,9,0,0,0,0,33.523,301.71,45.04,34.33,0,IPCA,,L003
UNILO2103,LOSAR 25MG TAB 1*15TAB,TAB,6,0,0,0,0,77.172,463.03,103.73,79.03,0,UNICHEM,,L004
CADLO2301,LOSIUM 25MG TAB 30TAB,PCS,6,0,0,0,0,62.3967,374.38,82.97,63.22,0,CADILA,,L004
000255, L.S BELT REG M 1*1,PCS,1,0,0,0,0,356.19,356.19,750,339.23,0,PERFECT,,
WALLU6P01,LUBRIJOINT 500MG TAB 60TAB,Pcs,2,0,0,0,0,420.415,840.83,565,430.53,0,WALLACE,,
ZZZ832,LUKOL SYP 200 ML,SYP,3,0,0,0,0,174.0933,522.28,234,178.28,0,HIMALAYA,,
ZZZ11375,LUKOL TAB 1*60 1*60,TAB.,7,0,0,0,0,188.25,1317.75,253,192.78,0,CIPLA,,
000605,LUPICAL-500 1*15TAB,TAB.,538,0,0,0,0,2.3333,1255.32,92.9,35,0,ARISTO PHARMACEUTICALS MF-3,,
LUPLU5102,LUPICAL-CZ 1*15CAP,Pcs,6,0,0,0,0,49.9995,300,205.7,50,0,LUPIN,,L001
000510,LUPICET 30ML,TAB.,1,0,0,0,0,8,8,22.5,8,0,CONCEPT BIOSCIENCES PVT LTD,,
LUPLUT104,LUPICET-L TAB 10,Pcs,4.2,0,0,0,0,12,50.4,63,12,0,LUPIN,,
LUPLU5101,LUPI-HCG 5000 INJ 1ML,PCS,1,0,0,0,0,176.12,176.12,445.85,183,0,LUPIN,,FREZZ
000473,LUPIN DUZAT 1*10TAB,TAB.,1,0,0,0,0,40,40,140.8,40,0,UNICHEM,,
LUPLUM302,LUPISULIN M 30(30/70)40IU 10ML,PCS,5,0,0,0,0,144.8083,724.04,181.45,145.17,0,LUPIN,,
LUPLUM101,LUPISULIN M-50/50 100IU CART 3ML,Pcs,4,0,0,0,0,307.806,1231.22,405,308.58,0,LUPIN,,
ZZZ615,LUPITROS Z EYE DROP 3ML,PCS,1,0,0,0,0,342.46,342.46,455.4,346.97,0,LUPIN,,
000387,LUPIVON-20 1*10TAB,TAB.,3,0,0,0,0,131.0333,393.1,174.25,132.76,0,UNICHEM,,L002
000544,LUPZYME 200ML SYP,TAB.,3,0,0,0,0,44.89,134.67,235,45,0,SUN,,
SMUTH4,LYCOSEF-10 1*10CAP,TAB.,4,0,0,0,0,210,840,609.3,210,0,ARISTO PHARMACEUTICALS MF-5,,
MANLYC101,LYCOSTAR CAP 1*10TAB,TAB,3,0,0,0,0,148.427,445.28,199.5,152,0,MANKIND,,L003
KLALYS201,LYSICON-V SYP 200ML,Pcs,3,0,0,0,0,183.3633,550.09,241.25,183.82,0,KLARSEHEN,,
CACLYG301,LYSOFLAM GEL 30GM,Pcs,6,0,0,9,1,80.022,480.13,119.5,91.05,0,CACHET PHARMA,,
ALKLYT101,LYSOFLAM TAB 1*10TAB,TAB,4,0,0,9,1,115.175,460.7,172,131.06,0,ALKEM LAB.,,L003
000135,LYVELSA  20MG  TAB 1X14 1*14,PCS,1,0,0,0,0,1065.14,1065.14,1401.5,1067.81,0,INDCHEMIE HEALTH PRIMUS,,
CHPM2TS01,M2 TONE SYRUP 200ML,PCS,2,0,0,0,0,127.085,254.17,169,128.76,0,CHARAK PHARMA,,
ZZZ11376,MACBERY DROP 1*15ML 15 ML,TAB.,1,0,0,0,0,53.43,53.43,70.3,53.57,0,CIPLA,,
TETS103,MACBERY DX SYP 1 X100 ML,TAB.,4,0,0,0,0,80.8157,323.26,119.36,82.76,0,NICHOLAS,,
ZZZ3500,MACBERY JUNIOR EXP SYP 60ML,PCS,1,0,0,0,0,68.4583,68.46,100.03,69.36,0,MACLEODS,,
ZZZ3493,MACBERY LS SYRUP 100ML,PCS,4,0,0,0,0,92.108,368.43,122.48,93.32,0,MACLEODS,,
A002444,MACBERY PD SYRP 60ML,PCS,5,0,0,91,1,66.93,334.65,90.94,69.29,0,MACLEODS MACPHAR,,
TETS51,MACBERY SYRUP 100 ML,TAB.,2,0,0,11,1,85.1017,170.2,123.46,94.06,0,NICHOLAS,,
MACMA1M01,MACBERY SYRUP (SF) 100ML,PCS,1,0,0,0,0,84.488,84.49,123.46,85.6,0,MACLEODS,,
MACMA2S01,MACFAST 250 SYP* 60 ML,Pcs,6,0,0,0,0,32.5483,195.29,42.83,32.63,0,MACLEODS,,
MACMA1T01,MACFOLATE CAP 1*10CAP,CAP,5,0,0,0,0,187.112,935.56,246.2,187.58,0,MACLEODS,,M016
MACMAP101,MACFOLATE PLUS CAP 1*10CAP,CAP,2,0,0,0,0,171.6,343.2,240.47,171.6,0,MACLEODS,,M015
HIFEN741,MACPLATIN PLUS (100 ML) 100ML 1*100 ML,PCS,5,0,0,0,0,27.434,137.17,84.38,23.25,0,INDCHEMIE HEALTH PRIMUS,,
HIFEN742,MACPLATIN PLUS (200 ML) 200ML 200 ML,PCS,2,0,0,0,0,43.66,87.32,165,37,0,INDCHEMIE HEALTH PRIMUS,,
ZZZ9109,MACPROT ACTIV POWDER 200GM,PHYL,7,0,0,0,0,251.75,1762.25,385.29,247,0,MACLEODS,,
ZZZ4977,MAC Q10 CAP 1*10TAB,CAPS,6,0,0,0,0,327.702,1966.21,440.45,335.59,0,MACLEODS,,M001
PUDF604,MAC RD TAB 1*10,TAB.,1,0,0,0,0,62.13,62.13,86.75,66.1,0,CORONA,,M001
00000978,MACROMYCIN TAB 1*10T,PCS,7,0,0,0,0,462.647,3238.53,621.84,473.78,0,MACLEODS,,M002
MACMA1T07,MACSART 40MG TAB 1*10TAB,TAB,6,0,0,0,0,38.104,228.62,51.21,39.02,0,MACLEODS,,M001
MACMA1T08,MACSART AM TAB 1*10TAB,TABS,12.5,0,0,0,0,56.841,710.51,76.4,58.21,0,MACLEODS,,M013
MACMA2103,MACSART BETA 25MG TAB 1*10TAB,TABS,6,0,0,0,0,105.1,630.6,141.27,107.63,0,MACLEODS,,M013
MACMA5102,MACSART BETA 50MG TAB 1*10TAB,TABS,4,0,0,0,0,126.594,506.38,170.15,129.64,0,MACLEODS,,M013
MACMAC401,MACSART CH 40 TAB 1*10TABS,TABS,6,0,0,0,0,99.574,597.44,133.83,101.97,0,MACLEODS,,M013
4531,MACSITA 50,TAB.,13,0,0,0,0,70.8957,921.64,95.28,72.6,0,MODICARE,,M012
MICRO823,MACSITA M 50/1000 1*10,TAB.,3,0,0,0,0,62.04,186.12,120.24,66,0,MACLEODS,,M013
VOG25,MACSITA M 50/500 1*10,TAB.,2,0,0,0,0,81.334,162.67,109.31,83.29,0,MEDLEY,,M013
AMT8,MACSITA M XR 100/1000 1*10,TAB.,7,0,0,0,0,111.67,781.69,148.5,113.14,0,OTSIRA GENETICA,,M016
ZZZ10278,MACSITA MXR 100/500 1*10,TAB.,6,0,0,0,0,95.13,570.78,127.87,97.42,0,MACLEODS,,M016
ZZZ11540,MACSITA M XR 50/500 1X10,TAB.,12,0,0,0,0,88.225,1058.7,118.59,90.35,0,MICRO,,M014
MACMA7102,MACTOR ASP 75MG CAP 1*10CAP,CAP,6,0,0,0,0,41.012,246.07,55.12,42,0,MACLEODS,,M007
ZZZ5552,MACTOTAL CAP 1*10CAP,CAP,4,0,0,0,0,144.912,579.65,194.78,148.4,0,MACLEODS,,M015
GLEN342,MAGNATUSS T SYP 100ML,TAB.,2,0,0,5,1,104.0633,208.13,166.06,126.52,0,MANKIND,,
ZZZ3496,MAGSTONE B6 SYRUP 200ML,PCS,2,0,0,0,0,179.7333,359.47,239,182.1,0,MEYER ORGANICS,,
000136,MAHACAL-D3 60K CAP 20*4 20*4,PCS,55,0,0,0,0,4.9885,274.37,129.23,16.91,0,INDCHEMIE HEALTH PRIMUS,,
00001174,MAHAFLOX D E/D 1*5ML,MPC,14,0,0,9,1,83.094,1163.32,131.13,99.92,0,LIFESTAR PHARMA,,
MANMAE101,MAHAFLOX EYE DROP 5ML,Pcs,7,0,0,6,1,76.8671,538.07,119.25,90.86,0,LIFESTAR PHARMA,,
MANMAL501,MAHAFLOX LP EYE DROP 5ML,PCS,3,0,0,0,0,171.7475,515.24,230.83,175.88,0,MANKIND,,
HIFEN967,MAHAMOX CV 625,TAB.,6,0,0,0,0,70,420,208,70,0,SUN,,
IPCMAD701,MALIRID DS TAB 1*7TAB,TAB,4,0,0,0,0,28.6034,114.41,38.43,29.29,0,IPCA,,M015
UNIMAPP02,MAMY POKO PANTS L* 22PAD,Pcs,3,0,0,0,0,260,780,374,260,0,UNICHARM,,8993189271687
MAPMAC119,MAMY POKO PANTS L6 6PAD,PCS.,3,0,0,0,0,70,210,93,70,0,UNICHARM,,
000118,MAMY POKO PANTS M 30 30,Pcs,1,0,0,0,0,260,260,374.06,260,0,UNICHARM,,8993189271670
000120,MAMY POKO PANTS M7 7PAD,PICS,4,0,0,0,0,62,248,80,62,0,CRISCROSS,,
HIFEN832,MAMY POKO PANTS NB 32 32,PCS,3,0,0,0,0,235,705,327,235,0,ALKEM NEXGEN,,
MAPMAC118,MAMY POKO PANTS NB-4 4 PAINTS,PCS.,6,0,0,0,0,34,204,45,34,0,UNICHARM,,
UNIMAPP09,MAMY POKO PANTS S 8PAD,Pcs,6,0,0,0,0,62,372,80,62,0,UNICHARM,,
MICRO702,MAMY POKO WIPES 72,TAB.,2,0,0,0,0,60,120,99,60,0,LEEFORD,,
ZZZ449,MANFORCE 100MG TAB 1*4TAB,TAB,0.1,0,0,4,20,30.8752,3.09,243.75,185.72,0,MANKIND,,
ZZZ11356,MANFORCE-100 TAB 1*4 1*4,TAB.,22.1,0,0,0,0,24.3,537.03,243,24.3,0,CIPLA,,
ZZZ10881,MANFORCE 50 MG TAB 1*9,TAB.,26.2,0,0,0,0,117,3065.4,300,117,0,MANKIND,,
A00463,MANFORCE CONDOM OVERTIME MIX,TAB.,20,0,0,0,0,22.6,452,40,22.6,0,USV PRIVATE LTD.,,
A00464,MANFORCE CONDOM OVER TIME ORAN,TAB.,39,0,0,0,0,22.6,881.4,40,22.6,0,USV PRIVATE LTD.,,
ZZZ10376,MANFORCE  CONDOM STRAVERY 1X3,TAB.,46,0,0,0,0,18.46,849.16,30,18.46,0,PURE AND CURE HEALTHCARE PVT.LTD.,,
SPM006,MANFORCE STAYLONG GEL 8 GM,Pcs,1,0,0,2,1,61.745,61.75,121.88,92.85,0,SPECIAL MANKIND,,
MAN,MANKIND PLACIDA 1*10 TABL,Pcs,4,0,0,0,0,67.3,269.2,90.46,68.92,0,MANKIND,,M009
000230,MAXDULIN 75/20 1*10TAB,TAB.,2,0,0,0,0,168.49,336.98,224.06,170.71,0,INDCHEMIE HEALTH PRIMUS,,M004
ZZZ11465,MAXGALIN-75 1 X15,TAB.,3,0,0,0,0,222.0733,666.22,295.31,225,0,CAREWIN PHARMACETICULS,,M012
SUNMA7101,MAXGALIN 75MG CAP 1*10CAP,CAP,2,0,0,0,0,222.073,444.15,295.31,225,0,SUN,,M012
SUNMAE701,MAXGALIN ER 100MG TAB 1*10TAB,TAB,6,0,0,0,0,182.597,1095.58,242.81,185,0,SUN,,M012
SUNMAME01,MAXGALIN  ER 75MG TAB 1*10TAB,TAB,8,0,0,0,0,171.453,1371.62,228,173.71,0,SUN,,M12
0999,MAXGALIN M ER 75 1*10,TAB.,2,0,0,0,0,171.4533,342.91,228,173.71,0,ALKEM,,M002 BOX2
0613,MAXIRICH IRON TONIC 225ML SYP,TAB.,3,0,0,0,0,46,138,150,46,0,CORONA,,
AJAMAAE01,MAXMOIST EYE DROP 10ML,PCS,3,0,0,0,0,255.3167,765.95,366,261.46,0,AJANTA,,
ZZZ2826,MAXTRA DROP 15ML,PCS,1,0,0,9,1,70.124,70.12,103.6,78.94,0,ZUVENTUS HEALTHCARE,,
ELSMAT101,MAXUM TAB 1*10TAB,TAB,5,0,0,0,0,89.322,446.61,118.78,90.5,0,ERIS LIFE SCIENCES,,M005
HIFEN887,MAXVOID S TAB,TAB.,5,0,0,0,0,338.404,1692.02,450,342.86,0,INDCHEMIE HEALTH PRIMUS,,M0011
0000844,MECOYL-2500 INJECTION,TAB.,3,0,0,0,0,45,135,165,45,0,MACLEODS,,
1063,MEDERMA GEL 1X10GM 1*10GM,PCS,3,0,0,0,0,415.12,1245.36,505,362.68,0,JOHNSON,,
ZZZ000294,MEDIMIX HAND WASH 675ML,TAB.,6,0,0,0,0,75,450,99,75,0,ROCHE DIAG.,,
ZZZ3128,MEDISALIC OINT 20GM,PCS,2,0,0,0,0,62.265,124.53,149.06,59.3,0,TORQUE,,
HIFEN939,MEDOS-AT 1*10TAB,TAB.,0.6,0,0,0,0,65,39,175,65,0,SUN,,
000460,MEDPR T-DHA POWDER 200GM,TAB.,1,0,0,0,0,100,100,310,100,0,UNICHEM,,
